month	price
2025-01-01	4.704593811849266
2025-02-01	4.529044630501722
2025-03-01	4.231617576985147
2025-04-01	3.8939875977597125
2025-05-01	3.608601980762655
2025-06-01	3.4539091792630248
2025-07-01	3.4733386121608008
2025-08-01	3.663663786264863
2025-09-01	3.9758668325379594
2025-10-01	4.328272804519909
2025-11-01	4.62843441427349
2025-12-01	4.797903208529638
