month	price
2024-01-01	4.804419111383087
2024-02-01	4.662482802989812
2024-03-01	4.402728527720734
2024-04-01	4.098753780985909
2024-05-01	3.8360048978135475
2024-06-01	3.688881776383036
2024-07-01	3.700802485390791
2024-08-01	3.8725694276061486
2024-09-01	4.162154336697303
2024-10-01	4.495959717254211
2024-11-01	4.7885392342486535
2024-12-01	4.965492989501246
